,Id,PreMinedValue,ImageUrl,FullName,Name,Symbol,Algorithm,Url,SortOrder,FullyPremined,ProofType,TotalCoinSupply,TotalCoinsFreeFloat,SmartContractAddress,Sponsored,BuiltOn,CoinName
RTB,887741,N/A,/media/33187848/rsz_j0jj1fgb_400x400.jpg,AB-CHAIN (RTB),RTB,RTB,N/A,/coins/rtb/overview,2727,0,N/A,99998074.9628571,N/A,0xec491c1088eae992b7a214efb0a266ad0927a72a,False,7605,AB-CHAIN
FXT,888262,N/A,/media/33187853/bhbg2_sa_400x400.jpg,FuzeX (FXT),FXT,FXT,N/A,/coins/fxt/overview,2728,0,N/A,1087156610,N/A,0x1829aa045e21e0d59580024a951db48096e01782,False,7605,FuzeX
HYDRO,888283,N/A,/media/33187856/rsz_prd5wxkj_400x400-1.jpg,Hydrogen (HYDRO),HYDRO,HYDRO,N/A,/coins/hydro/overview,2729,0,N/A,11111111111,N/A,0xebbdf302c940c6bfd49c6b165f457fdb324649bc,False,7605,Hydrogen
DXC,888318,N/A,/media/33187858/rsz_po0xsyaa_400x400.jpg,DixiCoin (DXC),DXC,DXC,C11,/coins/dxc/overview,2730,0,PoW/PoS,N/A,N/A,N/A,False,N/A,DixiCoin
CHBR,888499,N/A,/media/33187861/chbr.png,CryptoHub (CHBR),CHBR,CHBR,N/A,/coins/chbr/overview,2731,0,N/A,100000000,N/A,N/A,False,7605,CryptoHub
OWD,889045,N/A,/media/33187865/owd.png,Owlstand (OWD),OWD,OWD,N/A,/coins/owd/overview,2732,0,N/A,228000000,N/A,0x365fcd974f79cb0e2d9c6f0e37104a009172d3a7,False,7605,Owlstand
ELLI,889293,N/A,/media/33187868/elli.jpg,ElliotCoin (ELLI),ELLI,ELLI,XEVAN,/coins/elli/overview,2733,0,PoW/PoS,N/A,N/A,N/A,False,N/A,ElliotCoin
AXS,889302,N/A,/media/33187869/axs.jpg,AXS (AXS),AXS,AXS,C11,/coins/axs/overview,2734,0,PoW/PoS,N/A,N/A,N/A,False,N/A,AXS
LBA,889997,N/A,/media/33187882/rsz_b5olgqs7_400x400.jpg,Libra Credit (LBA),LBA,LBA,N/A,/coins/lba/overview,2741,0,N/A,1000000000 ,N/A,0xfe5f141bf94fe84bc28ded0ab966c16b17490657,False,7605,Libra Credit
LIVE,890043,N/A,/media/33187883/live.png,Live Stars (LIVE),LIVE,LIVE,N/A,/coins/live/overview,2742,0,N/A,200000000,N/A,0x24a77c1f17c547105e14813e517be06b0040aa76,False,7605,Live Stars
GBG,890044,N/A,/media/1382246/golos.png,Golos Gold (GBG),GBG,GBG,N/A,/coins/gbg/overview,2743,0,PoW,N/A,N/A,N/A,False,N/A,Golos Gold
CNN,890069,N/A,/media/33187884/cnn.png,Content Neutrality Network (CNN),CNN,CNN,N/A,/coins/cnn/overview,2744,0,N/A,100000000000,N/A,0x8713d26637cf49e1b6b4a7ce57106aabc9325343,False,7605,Content Neutrality Network
SHL,890083,N/A,/media/33187885/rsz_mhq4rzia_400x400.jpg,Oyster Shell (SHL),SHL,SHL,N/A,/coins/shl/overview,2745,0,N/A,98592692 ,N/A,0x8542325b72c6d9fc0ad2ca965a78435413a915a0,False,7605,Oyster Shell
ETZ,890114,N/A,/media/33187887/rsz_obc3pjkr_400x400.jpg,EtherZero (ETZ),ETZ,ETZ,Ethash,/coins/etz/overview,2746,0,PoW,N/A,N/A,N/A,False,N/A,EtherZero
SKM,890130,N/A,/media/33187888/skm.jpg,Skrumble Network (SKM),SKM,SKM,N/A,/coins/skm/overview,2747,0,N/A,1500000000,N/A,0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f,False,7605,Skrumble Network
SHR,890347,N/A,/media/33187889/shr.png,ShareRing (SHR),SHR,SHR,N/A,/coins/shr/overview,2748,0,N/A,6670000000,N/A,N/A,False,7605,ShareRing
IVY,890611,N/A,/media/33187893/rsz_udyc4sjg_400x400.jpg,IvyKoin (IVY),IVY,IVY,N/A,/coins/ivy/overview,2750,0,N/A,1610924200,N/A,0xA4eA687A2A7F29cF2dc66B39c68e4411C0D00C49,False,7605,IvyKoin
KEC,890623,N/A,/media/33187895/rsz_x8rkuu1o_400x400-1.png,KEYCO (KEC),KEC,KEC,Tribus,/coins/kec/overview,2751,0,PoW,18000000,N/A,N/A,False,N/A,KEYCO
ODE,890624,N/A,/media/33187894/rsz_rliunpu-_400x400.jpg,ODEM  (ODE),ODE,ODE,N/A,/coins/ode/overview,2752,0,N/A,396969697 ,N/A,0xbf52f2ab39e26e0951d2a02b49b7702abe30406a,False,7605,ODEM 
HOT,890645,N/A,/media/33187896/hot.png,Hydro Protocol (HOT),HOT,HOT,N/A,/coins/hot/overview,2753,0,N/A,1560000000,N/A,0x9af839687f6c94542ac5ece2e317daae355493a1,False,7605,Hydro Protocol
AMN,890663,N/A,/media/33187898/rsz_m8svzqju_400x400.jpg,Amon (AMN),AMN,AMN,N/A,/coins/amn/overview,2754,0,N/A,1666666667 ,N/A,0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c,False,7605,Amon
SABR,890783,N/A,/media/33187902/download.png,SABR Coin (SABR),SABR,SABR,Scrypt,/coins/sabr/overview,2755,0,PoW/PoS,133100000,N/A,N/A,False,N/A,SABR Coin
HWC,890817,N/A,/media/33187903/rsz_ti9rvys2_400x400.jpg,HollyWoodCoin (HWC),HWC,HWC,Scrypt,/coins/hwc/overview,2756,0,PoS,26000000,N/A,N/A,False,N/A,HollyWoodCoin
BITGOLD,890851,N/A,/media/33187928/bitgold.png,bitGold (BITGOLD),BITGOLD,BITGOLD,N/A,/coins/bitgold/overview,2757,0,N/A,1000000000,N/A,N/A,False,N/A,bitGold
BITSILVER,892415,N/A,/media/33187928/bitgold.png,bitSilver (BITSILVER),BITSILVER,BITSILVER,N/A,/coins/bitsilver/overview,2758,0,N/A,100000000000,N/A,N/A,False,N/A,bitSilver
GIN,892475,N/A,/media/33187910/0suib6bl_400x400.jpg,GINcoin (GIN),GIN,GIN,Lyra2Z,/coins/gin/overview,2760,0,PoW,10500000,N/A,N/A,False,N/A,GINcoin
OPEN,892524,N/A,/media/33187913/ec78plgb_400x400.jpg,Open Platform (OPEN),OPEN,OPEN,N/A,/coins/open/overview,2761,0,N/A,1000000000 ,N/A,0x69c4BB240cF05D51eeab6985Bab35527d04a8C64,False,7605,Open Platform
NLX,892539,N/A,/media/33187915/rsz_k6egfcvp_400x400.jpg,Nullex (NLX),NLX,NLX,N/A,/coins/nlx/overview,2762,0,PoS,50648181,N/A,N/A,False,N/A,Nullex
LNC*,892657,N/A,/media/33187918/rsz_l4bqq9lb_400x400.jpg,Linker Coin (LNC*),LNC*,LNC*,N/A,/coins/lncstar/overview,2763,0,N/A,500000000,N/A,0x6BEB418Fc6E1958204aC8baddCf109B8E9694966,False,7605,Linker Coin
FACE,892684,N/A,/media/33187920/rsz_xey-vj3j_400x400.jpg,Faceter  (FACE),FACE,FACE,N/A,/coins/face/overview,2764,0,N/A,938641610.34,N/A,0x1ccaa0f2a7210d76e1fdec740d5f323e2e1b1672,False,7605,Faceter 
MRPH,892731,N/A,/media/33187921/rsz_aqwlc_on_400x400.jpg,Morpheus Network (MRPH),MRPH,MRPH,N/A,/coins/mrph/overview,2765,0,N/A,100000000 ,N/A,0x7b0c06043468469967dba22d1af33d77d44056c8,False,7605,Morpheus Network
IOTX,893122,N/A,/media/33187927/rsz_njsdvvpv_400x400.jpg,IoTeX Network (IOTX),IOTX,IOTX,N/A,/coins/iotx/overview,2766,0,N/A,10000000000 ,N/A,0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,False,7605,IoTeX Network
AITT,893480,N/A,/media/33434201/aitt.png,AITrading (AITT),AITT,AITT,N/A,/coins/aitt/overview,2776,0,N/A,108888888,N/A,N/A,False,7605,AITrading
ITM,893485,N/A,/media/33434202/itm.jpg,intimate.io (ITM),ITM,ITM,N/A,/coins/itm/overview,2777,0,N/A,100000000,N/A,0x1dbed266d20d27d0bd1c4707fc002defe7e0267b,False,7605,intimate.io
VID,894052,N/A,/media/33434208/vid.jpg,VideoCoin (VID),VID,VID,N/A,/coins/vid/overview,2778,0,PoW/PoS,882000000,N/A,N/A,False,N/A,VideoCoin
UCT,894138,N/A,/media/33434210/uct.png,UCOT (UCT),UCT,UCT,N/A,/coins/uct/overview,2779,0,N/A,1050000000,N/A,0x3c4bEa627039F0B7e7d21E34bB9C9FE962977518,False,7605,UCOT
SNTR,895370,N/A,/media/33434220/rqwcvdzw_400x400.jpg,Silent Notary (SNTR),SNTR,SNTR,N/A,/coins/sntr/overview,2780,0,N/A,1000000000000 ,N/A,0x2859021ee7f2cb10162e67f33af2d22764b31aff,False,7605,Silent Notary
ZMR,895379,N/A,/media/33434221/zmr.jpg,Monero 0 (ZMR),ZMR,ZMR,CryptoNight,/coins/zmr/overview,2781,0,PoW,N/A,N/A,N/A,False,N/A,Monero 0
XMV,895447,N/A,/media/33434222/xmv.jpg,MoneroV (XMV),XMV,XMV,CryptoNight,/coins/xmv/overview,2782,0,PoW,256000000,N/A,N/A,False,N/A,MoneroV
NKN,897496,N/A,/media/33434229/nkn.jpg,NKN (NKN),NKN,NKN,N/A,/coins/nkn/overview,2783,0,PoR,700000000,N/A,N/A,False,27368,NKN
ELY,897502,N/A,/media/33434230/ely.png,Elysian (ELY),ELY,ELY,N/A,/coins/ely/overview,2784,0,N/A,1000000000,N/A,0xa95592dcffa3c080b4b40e459c5f5692f67db7f8,False,7605,Elysian
HER,897513,N/A,/media/33434231/her.jpg,Hero Node (HER),HER,HER,N/A,/coins/her/overview,2785,0,N/A,2000000000 ,N/A,0x491c9a23db85623eed455a8efdd6aba9b911c5df,False,7605,Hero Node
PAR,898215,N/A,/media/33434252/par.jpg,Parlay (PAR),PAR,PAR,Scrypt,/coins/par/overview,2786,0,PoS,30000000,N/A,N/A,False,N/A,Parlay
SLX,898308,N/A,/media/33434266/slx.jpg,Slate (SLX),SLX,SLX,Slatechain,/coins/slx/overview,2788,0,PoW,950000000,N/A,N/A,False,N/A,Slate
LTCC,898331,N/A,/media/33434267/ltcc.jpg,Listerclassic Coin (LTCC),LTCC,LTCC,Scrypt,/coins/ltcc/overview,2789,0,PoW/PoS,110000000,N/A,N/A,False,N/A,Listerclassic Coin
RST,898340,N/A,/media/33434268/rst.jpg,REGA Risk Sharing Token (RST),RST,RST,N/A,/coins/rst/overview,2790,0,N/A,150000,N/A,0xa17d1bf14802e0eec8f84b3b8b638a9402d60e9e,False,7605,REGA Risk Sharing Token
AMX,898367,N/A,/media/33434270/amx.jpg,Amero (AMX),AMX,AMX,NeoScrypt,/coins/amx/overview,2792,0,PoW/PoS,15000000,N/A,N/A,False,N/A,Amero
TFC,898372,N/A,/media/33434271/tfc.jpg,The Freedom Coin (TFC),TFC,TFC,X11,/coins/tfc/overview,2793,0,PoS,25000000,N/A,N/A,False,N/A,The Freedom Coin
MSC*,898398,N/A,/media/33434272/msc.jpg,MaisCoin (MSC*),MSC*,MSC*,N/A,/coins/mscstar/overview,2794,0,PoW,90000000000,N/A,N/A,False,20131,MaisCoin
REPO,898411,N/A,/media/33434275/repo.jpg,Repo Coin (REPO),REPO,REPO,N/A,/coins/repo/overview,2795,0,N/A,356999900,N/A,N/A,False,4614,Repo Coin
IRC,898850,N/A,/media/33434281/irc.jpg,IRONCOIN (IRC),IRC,IRC,N/A,/coins/irc/overview,2796,0,N/A,300000000,N/A,0x1f21d8395655fb262251897df7cb3c9358bec6a2,False,7605,IRONCOIN
PLC*,898891,N/A,/media/33434283/plc.jpg,PlatinCoin (PLC*),PLC*,PLC*,CryptoNight,/coins/plcstar/overview,2798,1,PoW,600000518,N/A,N/A,False,N/A,PlatinCoin
ANGL,898977,N/A,/media/33434286/angl.jpg,Angel Token (ANGL),ANGL,ANGL,N/A,/coins/angl/overview,2800,0,N/A,8629711,N/A,0xc499ea948a1ad5d8eaf12abd2f67975c4dbe21aa,False,7605,Angel Token
ANTS,898986,N/A,/media/33434287/ants.jpg,ANTS Reloaded (ANTS),ANTS,ANTS,N/A,/coins/ants/overview,2801,0,N/A,N/A,N/A,0x1cCc29f9CEd9d1a5cE81a7262EAC8FcD7ecA5788,False,7605,ANTS Reloaded
KNG,899007,N/A,/media/33434289/kng.jpg,BetKings (KNG),KNG,KNG,X11,/coins/kng/overview,2803,0,PoS,8148139,N/A,N/A,False,N/A,BetKings
AUC*,899017,N/A,/media/33434290/auc.jpg,AU-Coin (AUC*),AUC*,AUC*,N/A,/coins/aucstar/overview,2804,0,N/A,102000000,N/A,0xce34f7c64b91efbf8264aa6b8018f2493f0f3768,False,5324,AU-Coin
CMM,899065,N/A,/media/33434296/commercium.jpg,Commercium  (CMM),CMM,CMM,Equihash,/coins/cmm/overview,2808,0,N/A,210000000 ,N/A,N/A,False,N/A,Commercium 
STT,899488,N/A,/media/33434302/stt.jpg,Staramba (STT),STT,STT,N/A,/coins/stt/overview,2809,0,N/A,1200000000,N/A,N/A,False,7605,Staramba
WYS,899504,N/A,/media/33434303/wys.jpg,Wysker (WYS),WYS,WYS,N/A,/coins/wys/overview,2810,0,N/A,3000000000,N/A,0xd8950fdeaa10304b7a7fd03a2fc66bc39f3c711a,False,7605,Wysker
COG,899528,N/A,/media/33434304/cog.jpg,Cognitio (COG),COG,COG,SHA256D,/coins/cog/overview,2811,0,PoW/PoS,7500000,N/A,N/A,False,N/A,Cognitio
ZIPT,899541,N/A,/media/33434305/zipt.jpg,Zippie (ZIPT),ZIPT,ZIPT,N/A,/coins/zipt/overview,2812,0,N/A,1000000000,N/A,0xedd7c94fd7b4971b916d15067bc454b9e1bad980,False,7605,Zippie
OSA,899568,N/A,/media/33434309/osa.jpg,Optimal Shelf Availability Token (OSA),OSA,OSA,N/A,/coins/osa/overview,2814,0,N/A,2285714285,N/A,N/A,False,7605,Optimal Shelf Availability Token
EXC,899574,N/A,/media/33434310/exc.jpg,Eximchain (EXC),EXC,EXC,N/A,/coins/exc/overview,2815,0,N/A,150000000,N/A,0x00c4b398500645eb5da00a1a379a88b11683ba01,False,7605,Eximchain
BEN,899712,N/A,/media/33752288/ben.jpg,BitCOEN (BEN),BEN,BEN,SHA256,/coins/ben/overview,2819,0,Limited Confidence Proof-of-Activity ,100000000,N/A,N/A,False,N/A,BitCOEN
EDR*,900419,N/A,/media/33752291/endor.png,Endor Protocol Token  (EDR*),EDR*,EDR*,N/A,/coins/edrstar/overview,2820,0,N/A,1500000000 ,N/A,0xc528c28fec0a90c083328bc45f587ee215760a0f,False,7605,Endor Protocol Token 
BMK,900577,N/A,/media/33752294/bmk.png,Benchmark (BMK),BMK,BMK,N/A,/coins/bmk/overview,2822,0,N/A,300000000,N/A,0x97380bf6de1efdd7d5a86c637b4496dbbd062268,False,7605,Benchmark
ROC,901762,N/A,/media/33842903/roc.jpg,Rasputin Online Coin (ROC),ROC,ROC,N/A,/coins/roc/overview,2823,0,N/A,5000000,N/A,0x1bcbc54166f6ba149934870b60506199b6c9db6d,False,7605,Rasputin Online Coin
BZNT,901815,N/A,/media/33842907/bznt.jpg,Bezant (BZNT),BZNT,BZNT,N/A,/coins/bznt/overview,2826,0,N/A,1000000000 ,N/A,0xe1aee98495365fc179699c1bb3e761fa716bee62,False,7605,Bezant
LYL,901834,N/A,/media/33842908/lyl.jpg,LoyalCoin (LYL),LYL,LYL,N/A,/coins/lyl/overview,2827,0,N/A,9000000000,N/A,N/A,False,5285,LoyalCoin
FT,901870,N/A,/media/33842909/ft.jpg,Fabric Token (FT),FT,FT,N/A,/coins/ft/overview,2828,0,N/A,43593614,N/A,0x78a73B6CBc5D183CE56e786f6e905CaDEC63547B,False,7605,Fabric Token
PHI,901929,N/A,/media/33842914/phi.jpg,PHI Token (PHI),PHI,PHI,N/A,/coins/phi/overview,2830,0,N/A,14109443,N/A,0x13c2fab6354d3790d8ece4f0f1a3280b4a25ad96,False,7605,PHI Token
PMNT,901954,N/A,/media/33842921/pmnt.jpg,Paymon (PMNT),PMNT,PMNT,N/A,/coins/pmnt/overview,2832,0,N/A,1000000000 ,N/A,0x81b4d08645da11374a03749ab170836e4e539767,False,7605,Paymon
BNTN,901978,N/A,/media/33842923/bntn.png,Blocnation (BNTN),BNTN,BNTN,PoS,/coins/bntn/overview,2833,0,PoS,N/A,N/A,N/A,False,N/A,Blocnation
HYT,901980,N/A,/media/33842924/hyt.jpg,HoryouToken (HYT),HYT,HYT,N/A,/coins/hyt/overview,2834,0,PoW,18000000000,N/A,N/A,False,7605,HoryouToken
SOUL*,902442,N/A,/media/33842929/soul.jpg,Phantasma (SOUL*),SOUL*,SOUL*,N/A,/coins/soulstar/overview,2835,0,N/A,100000000,N/A,N/A,False,27368,Phantasma
GRMD,902463,N/A,/media/33842930/grmd.jpg,GreenMed (GRMD),GRMD,GRMD,N/A,/coins/grmd/overview,2836,0,N/A,14899993,N/A,0xb444208cb0516c150178fcf9a52604bc04a1acea,False,7605,GreenMed
SSC,902487,N/A,/media/33842931/ssc.jpg,SelfSell (SSC),SSC,SSC,DPoS,/coins/ssc/overview,2837,0,DPoS,N/A,N/A,N/A,False,N/A,SelfSell
LOKI,902527,N/A,/media/33842932/loki.jpg,Loki (LOKI),LOKI,LOKI,CryptoNight Heavy,/coins/loki/overview,2838,0,PoW,150000000,N/A,N/A,False,N/A,Loki
NCP,902616,N/A,/media/33842936/ncp.jpg,Newton Coin (NCP),NCP,NCP,CryptoNight,/coins/ncp/overview,2842,0,PoW,184000000000,N/A,N/A,False,N/A,Newton Coin
MPT,902715,N/A,/media/33842938/mpt1.png,Media Protocol Token (MPT),MPT,MPT,Ethash,/coins/mpt/overview,2843,0,PoW,10000000000,N/A,0x5c8a66a8f2c8f2d2a746a05781382db28af53d0a,False,7605,Media Protocol Token
STAX,903091,N/A,/media/33842943/stax.png,Staxcoin (STAX),STAX,STAX,Scrypt,/coins/stax/overview,2844,0,PoW/PoS,43500000,N/A,N/A,False,N/A,Staxcoin
MRN,903256,N/A,/media/33842946/mrn.png,Mercoin (MRN),MRN,MRN,Scrypt,/coins/mrn/overview,2845,0,PoW/PoS,100000000,N/A,N/A,False,N/A,Mercoin
FOPA,903282,N/A,/media/33842947/fopa.jpg,Fopacoin (FOPA),FOPA,FOPA,N/A,/coins/fopa/overview,2846,0,N/A,100000000,N/A,0x319b33456aa1248cC0E04B555c63c10B51423A5E,False,7605,Fopacoin
CBC,903690,N/A,/media/33842951/cbc.jpg,CashBet Coin (CBC),CBC,CBC,N/A,/coins/cbc/overview,2848,0,N/A,430000000,N/A,0x26DB5439F651CAF491A87d48799dA81F191bDB6b,False,7605,CashBet Coin
OOT,903703,N/A,/media/33842952/oot.jpg,Utrum (OOT),OOT,OOT,N/A,/coins/oot/overview,2849,0,N/A,216000000,N/A,N/A,False,26132,Utrum
NBC,903748,N/A,/media/33842955/nbc.jpg,Niobium (NBC),NBC,NBC,N/A,/coins/nbc/overview,2851,0,N/A,102289706,N/A,0x9f195617fa8fbad9540c5d113a99a0a0172aaedc,False,7605,Niobium
ALG,903856,N/A,/media/33842957/alg.jpg,Algory (ALG),ALG,ALG,N/A,/coins/alg/overview,2853,0,N/A,75000000,N/A,0x16b0a1a87ae8af5c792fabc429c4fe248834842b,False,7605,Algory
PAI,903863,N/A,/media/33842959/pai.png,PCHAIN (PAI),PAI,PAI,N/A,/coins/pai/overview,2854,0,N/A,2100000000,N/A,0xb9bb08ab7e9fa0a1356bd4a39ec0ca267e03b0b3,False,7605,PCHAIN
EXCC,904319,N/A,/media/33842976/excc.jpg,ExchangeCoin (EXCC),EXCC,EXCC,Equihash,/coins/excc/overview,2855,0,PoW,32000000,N/A,N/A,False,N/A,ExchangeCoin
REL,904410,N/A,/media/33842979/rel.jpg,Reliance (REL),REL,REL,X11,/coins/rel/overview,2857,0,PoS,62000000,N/A,N/A,False,N/A,Reliance
BTCN,905644,N/A,/media/33957375/6g4_k7_o_400x400.jpg,BitcoiNote (BTCN),BTCN,BTCN,CryptoNight,/coins/btcn/overview,2858,0,PoW,21000000,N/A,N/A,False,N/A,BitcoiNote
HERO,905744,N/A,/media/33957376/hero.jpg,Hero (HERO),HERO,HERO,N/A,/coins/hero/overview,2859,0,N/A,14765425,N/A,0x02585e4a14da274d02df09b222d4606b10a4e940,False,7605,Hero
EJAC,906122,N/A,/media/33957381/eja.jpg,EJA Coin (EJAC),EJAC,EJAC,N/A,/coins/ejac/overview,2861,0,N/A,250000000,N/A,N/A,False,7605,EJA Coin
UPP,906271,N/A,/media/33957387/upp.jpg,Sentinel Protocol (UPP),UPP,UPP,N/A,/coins/upp/overview,2864,0,N/A,500000000.00000003,N/A,0xc86d054809623432210c107af2e3f619dcfbf652,False,7605,Sentinel Protocol
XT3,906635,N/A,/media/33957391/8exrkue2_400x400.jpg,Xt3ch (XT3),XT3,XT3,Scrypt,/coins/xt3/overview,2866,0,PoS,44000000,N/A,N/A,False,N/A,Xt3ch
MGD,907129,N/A,/media/33957397/obltargr_400x400.jpg,MassGrid (MGD),MGD,MGD,Jump Consistent Hash,/coins/mgd/overview,2868,0,PoW,168000000,N/A,N/A,False,N/A,MassGrid
VIG,907161,N/A,/media/33957398/vig.jpg,TheVig (VIG),VIG,VIG,SHA256D,/coins/vig/overview,2869,0,PoW/PoS,100000000,N/A,N/A,False,N/A,TheVig
PLURA,907167,N/A,/media/33957400/plura.jpg,PluraCoin (PLURA),PLURA,PLURA,CryptoNight,/coins/plura/overview,2870,0,PoW,1000000000,N/A,N/A,False,N/A,PluraCoin
SCX,907177,N/A,/media/33957403/scx.jpg,Swachhcoin (SCX),SCX,SCX,N/A,/coins/scx/overview,2871,0,N/A,400000000,N/A,0x3afe47a46289b8ee2597ef8d8ce7bebf0f64172e,False,7605,Swachhcoin
NWCN,907205,N/A,/media/33957401/nwcn.jpg,NowCoin (NWCN),NWCN,NWCN,N/A,/coins/nwcn/overview,2872,0,N/A,110000000,N/A,N/A,False,5039,NowCoin
AEC*,907227,N/A,/media/34077383/aec.jpg,EmaratCoin (AEC*),AEC*,AEC*,Scrypt,/coins/aecstar/overview,2873,0,PoW/PoS,84000000,N/A,N/A,False,N/A,EmaratCoin
BTF*,907238,N/A,/media/34077384/btf.jpg,BitcoinFor (BTF*),BTF*,BTF*,Scrypt,/coins/btfstar/overview,2874,0,PoS,15000000,N/A,N/A,False,N/A,BitcoinFor
GMC*,907251,N/A,/media/34077385/gmc.png,GMC Coin (GMC*),GMC*,GMC*,X11,/coins/gmcstar/overview,2875,0,PoW/PoS,72245700,N/A,N/A,False,N/A,GMC Coin
PURK,907296,N/A,/media/34155611/purk.png,Purk (PURK),PURK,PURK,Wild Keccak,/coins/purk/overview,2878,0,N/A,179424673,N/A,N/A,False,N/A,Purk
ROE,907306,N/A,/media/34077407/roe.jpg,Rover Coin (ROE),ROE,ROE,X11,/coins/roe/overview,2879,0,PoW/PoS,60000000,N/A,N/A,False,N/A,Rover Coin
DKD,907331,N/A,/media/34077409/dkd.png,Dekado (DKD),DKD,DKD,X15,/coins/dkd/overview,2881,0,PoS,90000000,N/A,N/A,False,N/A,Dekado
LYNX,907677,N/A,/media/34077410/lynx.jpg,Lynx (LYNX),LYNX,LYNX,Scrypt,/coins/lynx/overview,2882,0,HPoW,92000000000,N/A,N/A,False,N/A,Lynx
POSQ,907721,N/A,/media/34077414/posq.jpg,Poseidon Quark (POSQ),POSQ,POSQ,Quark,/coins/posq/overview,2884,0,PoS,650000000 ,N/A,N/A,False,N/A,Poseidon Quark
OCTO*,907755,N/A,/media/34077418/octo.jpg,OctoBit Coin (OCTO*),OCTO*,OCTO*,Scrypt,/coins/octostar/overview,2887,0,PoS,100000000,N/A,N/A,False,N/A,OctoBit Coin
YCE,907824,N/A,/media/34077420/yce.jpg,MYCE (YCE),YCE,YCE,Scrypt,/coins/yce/overview,2888,0,PoW/PoS,250000000,N/A,N/A,False,N/A,MYCE
OCC,907847,N/A,/media/34077421/occ.jpg,Original Crypto Coin (OCC),OCC,OCC,N/A,/coins/occ/overview,2889,0,N/A,100000000000,N/A,0x0235fe624e044a05eed7a43e16e3083bc8a4287a,False,7605,Original Crypto Coin
ARO,907868,N/A,/media/34077423/aro.jpg,Arionum (ARO),ARO,ARO,SHA-512,/coins/aro/overview,2891,0,PoW,545399000,N/A,N/A,False,N/A,Arionum
BWS,907885,N/A,/media/34077424/bws.jpg,BitcoinWSpectrum (BWS),BWS,BWS,SHA256,/coins/bws/overview,2892,0,PoS,100262205,N/A,N/A,False,N/A,BitcoinWSpectrum
MUSE,909304,N/A,/media/34077432/muse.jpg,Muse (MUSE),MUSE,MUSE,DPoS,/coins/muse/overview,2896,0,PoS,18081806 ,N/A,N/A,False,N/A,Muse
OCT,909342,N/A,/media/34077434/oct.jpg,OracleChain (OCT),OCT,OCT,N/A,/coins/oct/overview,2897,0,N/A,200000000,N/A,N/A,False,166503,OracleChain
XCEL,909375,N/A,/media/34077435/xcel.jpg,XcelTrip (XCEL),XCEL,XCEL,N/A,/coins/xcel/overview,2898,0,N/A,50000000000,N/A,0xf6276830c265a779a2225b9d2fcbab790cbeb92b,False,7605,XcelTrip
ECH,909390,N/A,/media/34077437/ech.jpg,EthereCash (ECH),ECH,ECH,N/A,/coins/ech/overview,2899,0,N/A,360000000,N/A,0xcde86186866ca04a5da9240cbfae4306499a2125,False,7605,EthereCash
XMN,909406,N/A,/media/34077439/xmn.jpg,Motion (XMN),XMN,XMN,X16R,/coins/xmn/overview,2900,0,PoW,22075700,N/A,N/A,False,N/A,Motion
PLUS1,909414,N/A,/media/34077441/plus1.jpg,PlusOneCoin (PLUS1),PLUS1,PLUS1,HMQ1725,/coins/plus1/overview,2901,0,PoW,21000000,N/A,N/A,False,N/A,PlusOneCoin
COI,909713,N/A,/media/34077446/coi.jpg,Coinnec (COI),COI,COI,N/A,/coins/coi/overview,2902,0,N/A,1000000000,N/A,0x8a1a9477a710d470575b1da335e524b27e8091ab,False,7605,Coinnec
CANDY,909733,N/A,/media/34077448/candy.jpg,UnicornGo Candy (CANDY),CANDY,CANDY,N/A,/coins/candy/overview,2904,0,N/A,12000000 ,N/A,0xcd3673af09e76c74d889aabab68ca0645566a3a1,False,7605,UnicornGo Candy
GMCN,909821,N/A,/media/34077455/gmcn.jpg,GambleCoin (GMCN),GMCN,GMCN,Scrypt,/coins/gmcn/overview,2909,0,PoS,15600000,N/A,N/A,False,N/A,GambleCoin
TRVC,909861,N/A,/media/34077456/trvc.jpg,Trivecoin (TRVC),TRVC,TRVC,X11,/coins/trvc/overview,2910,0,PoW/PoS,84000000,N/A,N/A,False,N/A,Trivecoin
KRX,909913,N/A,/media/34077460/krx.png,RAVN Korrax  (KRX),KRX,KRX,N/A,/coins/krx/overview,2914,0,N/A,2000000000,N/A,N/A,False,4614,RAVN Korrax 
BITX,909956,N/A,/media/34155487/bitx.png,BitScreener (BITX),BITX,BITX,N/A,/coins/bitx/overview,2918,0,N/A,450000000,N/A,N/A,False,7605,BitScreener
SKB*,910472,N/A,/media/34155491/skb.jpg,Sakura Bloom (SKB*),SKB*,SKB*,N/A,/coins/skbstar/overview,2919,0,N/A,6000000000 ,N/A,0x4af328c52921706dcb739f25786210499169afe6,False,7605,Sakura Bloom
HFT,910498,N/A,/media/34155494/hft.png,Hirefreehands (HFT),HFT,HFT,N/A,/coins/hft/overview,2920,0,N/A,499000000,N/A,N/A,False,7605,Hirefreehands
OPP*,910555,N/A,/media/34155496/opp.png,OPP Open WiFi (OPP*),OPP*,OPP*,N/A,/coins/oppstar/overview,2922,0,N/A,4000000000,N/A,N/A,False,7605,OPP Open WiFi
DTEM,910561,N/A,/media/34478163/dtem.png,Dystem (DTEM),DTEM,DTEM,Quark,/coins/dtem/overview,2923,0,PoS,21000000,N/A,N/A,False,N/A,Dystem
